strain,WBGene00000367,WBGene00001171,WBGene00001187,WBGene00001202,WBGene00002149,WBGene00002235,WBGene00002242,WBGene00003558,WBGene00004830,WBGene00004831,WBGene00006742,WBGene00007176,WBGene00014261,WBGene00022240
JU2907,7.662075955967437,6.664151148339823,8.25498488719538,7.030264820185079,6.494602959422591,7.27114927989067,6.587246854346129,6.923561423059706,7.5735392182422405,8.095671397670799,8.065758292483064,7.05050850764241,7.398861013425809,6.755473316544373
JU310,7.781159472761515,6.659249430448474,7.862644999411497,7.033455861924123,6.349060695257187,7.2989391749711094,6.665257766937297,6.907427132099245,7.3729246204539995,7.889428861558407,7.717351939840554,7.054705202155256,7.333874600687831,6.605690819472648
JU311,7.7624758685054935,6.4958075106114554,8.35811323531173,6.929463844628742,6.348632720533651,7.141252239033214,6.640355808322762,6.879717397251393,7.178609866207947,7.964445587578316,7.694470365937356,6.939184166843932,7.602607575327201,6.834642039128958
JU3128,7.768164546810437,6.750287553785656,8.176246957768626,6.905722648295904,6.469223899449444,7.230538388784822,6.605565435501474,6.9934187442989035,7.5195167600030945,7.7951498083409145,7.7951365881129435,7.216386247329731,7.299113823377082,6.729786403142141
JU3132,8.071915388041328,6.72376543295305,8.548572784030174,7.03649921476235,6.546377608665,7.426647803961782,6.666631230470022,7.03840614683018,7.578879860197146,8.075052411886729,8.15100050446679,7.236078276363782,7.752580635203365,6.846240026417803
JU3134,7.842423527640262,6.64128459758045,8.183598208809833,6.846252459001127,6.396814089937514,7.437871507862007,6.671794727864386,7.086083483173541,7.558634064132928,8.063956049812361,7.918283743859272,7.115952531055052,7.318313526133054,6.821667405828192
JU3140,7.927102529182723,6.883902871351912,8.759873479274038,7.1844679896657,6.510276109547164,7.572341283069099,6.867450429707427,6.87315512764618,8.028842409952594,8.680488925566603,8.190086982264681,7.346206458619729,7.622861377108254,7.126809954050502
JU3144,8.087365106890378,6.692413175830459,8.575014446943985,6.985203342665012,6.465879337578781,7.332486167615046,6.9313772392937425,6.961839749551168,7.853185232152933,8.209481331468995,8.199684082479472,7.278001796805627,7.6314461132210845,7.002508182515728
JU323,8.219019221442561,6.644803087930448,8.488004479119445,7.124482294426549,6.721521168885413,7.330430745591776,6.822485472000483,6.957390968184198,7.752751215652708,8.142413002954147,8.129452408596235,7.230990319672643,7.81169113719704,6.871413545417284
JU346,7.639531576735768,6.701113583463202,8.089447829484962,6.942377980529147,6.558051898963704,7.330225971134523,6.71673047721993,6.776680588723787,7.5328837247641305,7.904564529091627,7.733689488770695,7.103077858265779,7.537538045310309,6.747323691937381
JU360,7.647566340495612,6.65819663821948,7.928615426489569,6.788910650586188,7.601469999329941,7.249777904223878,6.607049787171486,6.864351518752157,7.342761560751805,7.791822187467195,7.631177741335438,7.044380338738055,7.623112006996217,6.753154631326811
JU367,7.807106964213673,6.610054076588227,8.304855724142795,6.9330704733198845,6.429984181665023,7.21602480051902,6.6929119954680125,6.851946911286145,7.4216382970997286,8.045117015137974,7.668124356777768,6.852893632735895,7.581377070402264,6.7208213033806885
JU394,7.557265551460917,6.659730685150846,7.906364428489889,6.883917766424737,6.343465175669647,7.018428793129097,6.489392688254874,6.9183532250935516,7.4954018678080345,7.834741071005968,8.326345764003973,6.889160917769967,7.253560116201025,6.717837741008281
JU397,8.05007277905549,6.8917874594799775,8.713183896018428,7.201850430594857,6.480980252858359,7.559849149705821,6.824632613955764,7.0107339037504675,7.8982320902323835,8.591653733996207,8.259861111702648,7.386774096279587,7.628310791806075,7.030233107505518
JU406,7.677145780221067,6.712657744629711,8.046251216974742,6.89700367306396,6.592474978463181,7.262499843076491,6.638616627415216,6.97093217728607,7.224132750355524,8.091768573525268,8.061100501223004,6.9439959899908805,7.534568705194152,6.82022554329043
JU440,7.815189906913879,6.840046322142989,8.059245270806217,6.866807904865128,6.532215422801146,7.308298351159469,6.585348136737648,7.067853931535007,7.547511582658354,7.797597600754623,8.066105065392314,7.138668015098588,7.4886701083452865,6.82241443452906
JU642,8.412493285226843,6.943923931419107,8.879725759812949,7.153613605221809,6.5356948991851995,7.372918401675894,6.859432778954721,6.9721788513914165,8.054932924064252,8.48667190856637,8.290583147597415,7.354801324996957,7.739382020367601,7.008426390804737
JU774,7.995659025549524,6.801386456775205,8.260859655145815,6.984756158283477,6.526843485952101,7.258496775591701,6.678063476845211,7.020763314715,7.598461774394076,7.855856132235094,7.951761662091711,7.138912085103744,7.592959457808625,6.846838819284284
JU775,7.7804895596999835,6.629130800061321,8.09939098539525,6.896081271733864,6.438373311892593,7.228727752493185,6.485441627500844,6.813105454718257,7.408550822993701,7.788607853569544,7.657174998736427,7.097253512557555,7.162622135997112,6.755301086741843
JU778,7.407455124894189,6.648002621826048,7.999735826013286,6.854243871332939,6.274733249146045,7.107937440548084,6.590378899056358,6.7555790892965835,7.1427123594428314,7.577305092467712,7.41913730004127,6.884732534428697,7.045923778807441,6.611048116656557
JU782,7.8783837926577664,6.768748259896233,8.22391743880613,7.016654054436319,6.454163821739015,7.207655740522656,6.592798225367355,6.9262743313392985,7.593280860458,8.04568086022076,7.647880748242812,7.232455586812257,7.235955206685134,6.686764069168352
JU792,7.997687023384237,6.762916286881903,8.526361618515708,7.0844759140231774,6.423109408489705,7.312357307478036,6.725057306617562,6.871852294402412,7.6190056895561975,8.11707370109486,8.117048753669776,7.209095276448705,7.615442653796697,6.911832207783363
JU830,7.936602470390694,6.833548532627982,8.260376745817815,6.908754454005565,6.465784417109934,7.309866243058744,6.709118241407693,6.827953251719767,7.515865168085657,7.984223403160055,7.890247440484975,7.09538989540821,7.400690225430157,6.647441362050944
JU847,7.891062034141111,6.695600104923185,8.286401585178487,6.967515060282615,6.431045943533342,7.2043459472484885,6.621366095382813,6.824282378712996,7.636767160897172,7.987309850071187,7.679824983825629,7.137619832716289,7.428085168448322,6.9095836938325625
KR314,7.647603657213238,6.448695707571793,8.038660555258467,6.841490771068047,6.583359135635312,7.15884593906188,6.601168573468427,6.876147005002429,7.198193095318244,7.719956750254409,7.80887728609451,6.954110868696994,7.282920825754794,6.749723038381296
LKC34,7.5630211243890475,6.897503750023669,7.914204550274165,6.884292691334233,6.56828361937734,7.1456525446980095,6.639531799537024,6.722353268234164,7.296209777659366,7.707605109427323,7.50543841504118,7.115851782666208,7.069635293230743,6.648775089449916
MY1,7.458560209675098,6.531861837808078,7.935868779421881,6.947804713501639,6.380699858165714,7.070432238676649,6.668007138563596,6.800217375256325,7.174877164330595,7.797032656866686,7.445018925144247,6.9307339216211385,7.456311953198296,6.735737818412623
MY10,7.487927178300275,6.609728319943316,7.994632087722806,7.021584541202881,6.129277828826767,7.112893652831426,6.516469148276858,6.882349542742006,7.227976833206694,7.591781536056009,7.541210660727119,6.856220658600144,6.942978475711097,6.7137618517810145
MY16,7.864490084767797,6.739884708207876,8.326146580824037,6.859417666987482,6.418609121056073,7.169109996862252,6.7655061734314685,6.879216324324327,7.514047923923519,7.887211226439791,7.916070329652765,7.223955144253789,7.279134568785893,6.6212160583816875
MY18,7.73290626193507,6.721116109094686,8.081542336781698,6.871754452368844,6.349433898600308,7.2553174749222125,6.565843325721753,6.924359719176681,7.292881430419004,7.838005584348054,7.766790812481595,7.070805508530876,7.236350608065765,6.747980764664661
MY2147,7.712316474043225,6.524862623076655,8.028055092174473,6.749235394266214,6.596452803424445,7.282146111041029,6.5620332239962,6.881866806375167,7.366893771253241,7.7973302003549705,7.69737994038196,7.0273355673990725,7.268542764022558,6.72341490544772
MY2212,8.148919832322385,6.806215153634879,8.515442412634492,7.060198540717878,6.44301961594108,7.313755185660978,6.75446287116392,6.843556523803115,7.885927519019844,8.337368275235145,8.036957089514603,7.384461910332433,7.475651969122753,6.864376806773442
MY23,7.701040642320902,6.509806648443626,8.125172400117373,6.901697258260569,6.581579708964935,7.365384686009299,6.662549688072464,6.758871725469512,7.491286874919685,7.759066124144588,7.875856011833396,7.019226572708626,7.389392696383456,6.6938493859473445
MY2573,8.076560878522843,6.802997139491557,8.627756204703472,7.156591797900399,6.602628088068828,7.567659403608806,6.618676614346802,7.078628814291995,7.930981532884333,8.286224775919594,8.061448916863728,7.368436995887214,7.568075405255701,7.006172363618291
MY2585,7.259055798590823,6.434363576620458,7.821474214845481,6.583955840100155,6.296911160272627,7.07064319476972,6.48011904818581,6.916972522849498,7.174042021139532,7.392886332493592,7.340903763878458,6.8399513657866144,6.922788154253626,6.5685565257596545
MY2713,7.616223680513085,6.724483317197958,8.191535985222284,6.886699208151195,6.34599135989997,7.29170819859206,6.668845088541317,6.887939114764045,7.296630034604967,7.733517247523441,7.797382330233182,6.973805102882785,7.282646792673321,6.649634928495323
MY518,7.734140254123415,6.606793817690883,8.104146956762595,6.819046567390285,6.424993955496663,6.976166797537131,6.554558006845747,6.7398021258216145,7.324552765865531,7.69408667262288,7.590532819419616,7.022794208373063,7.0612577302868145,6.653328740983289
MY772,7.810230556219405,6.755163419291114,8.244984205550416,6.803661948510704,6.579527431480828,7.139380533131188,6.597155635335969,6.839843142195643,7.397699012832799,7.846276564514938,7.6549732109173645,7.162816765221897,7.358104126441412,6.5569900650975494
MY795,7.720360431038869,6.597984406259215,8.17022623901671,6.768697940321999,6.4483619634185345,7.119659505227182,6.4952826247487865,6.8995331286383035,7.360973131889089,7.7669387831962045,7.7669948738820045,7.102314082831784,7.163056794242913,6.847710930907462
MY920,8.13403212009195,6.772326310580797,8.601701233342633,7.029981789097479,6.540842546392021,7.329954536230858,6.763912669266284,6.945024351707836,7.938025036429213,8.271002485084114,7.922941919313677,7.2214096959474805,7.5933073207847865,6.93644632176476
N2,7.569695151741733,6.753630683093554,7.926515362913205,6.77272651108436,6.268758633698737,7.302440557155501,6.56557118990965,6.919653936188875,7.288341963573139,7.862883201353547,7.941159988511165,6.9802940173152095,7.21243298944376,6.64626219907044
NIC1,7.900743195529228,6.884884299083837,8.333026537316382,6.837486196841868,6.551751022386745,7.334711978276544,6.850637408663565,6.914121513060198,7.6866395559633895,7.988755577956941,8.07723856630301,7.468557327693186,7.669341760140062,6.933381373172802
NIC166,7.753484128045381,6.837854462372063,8.105657830203839,6.835987591388321,6.463274136719081,7.288407974389745,6.561141810989623,6.840752793589418,7.61002186396252,7.809540774681362,7.708273836802443,7.06472468644039,7.41323805077241,6.82946073624314
NIC199,7.841399772588562,6.492200974138191,8.129606170696636,6.963617072142704,7.411237449217583,7.2601171856947255,6.6736562200150695,6.7545169385181945,7.441244498995008,7.820587216233836,7.703633496451079,7.025339940992679,7.5100361346002655,6.820272522582501
NIC2,7.742060363502925,6.785729736681429,7.885373961623166,6.96656895329214,6.4644618089644235,7.256121302476999,6.667793000183902,7.072425030908607,7.075592952257035,7.721024697204768,8.130116020175716,7.010415042990818,7.3284766130069805,6.787904102834369
NIC207,7.6587251996070576,6.6512475321668365,8.286940987701078,6.90334477476221,6.3415250158485525,7.337953825311118,6.67596008541112,6.914252598924977,7.33004856233218,7.942132291540312,7.949659417769682,7.003489881222175,7.398969552771738,6.6498832355677395
NIC231,8.179254046610529,6.955777379076298,8.699382522566927,6.915220557745325,6.522232908308288,7.244032246297569,6.773511052562673,7.124822044188907,7.967527876103392,8.399151559910031,8.168214118722288,7.419542537886569,7.729318785212004,7.064472086044003
NIC236,8.131655757788021,6.625926858619709,8.536273596320171,6.999097034592676,6.462508288121648,7.3277253625287235,6.805414222558307,6.9679602095972,7.76976562910513,8.168831582347263,8.045102612498924,7.097845214034316,7.407458317998158,6.858328331978286
NIC242,7.660424176521109,6.592374663155805,8.42424376480951,6.850037289297357,6.414349523883581,7.110537336635935,6.744785126205513,6.84704665861985,7.4240436691639315,7.968567432940811,7.7699197643275015,6.987681140797767,7.46665038780177,6.875009852785345
NIC251,7.523999850427925,6.619960161722304,8.191959986468634,6.882611109933502,6.42674822674445,7.284932659223975,6.551717607904769,6.8389998871847135,7.555820367352752,7.924399443244703,7.716361612527315,7.114395726452739,7.272226954414867,6.666221736498746
NIC252,7.644919075829218,6.83354382981817,7.980815811404225,6.933660314810906,6.460145864075666,7.220647880177302,6.543729602146123,6.732502427001924,7.155998672519449,7.594258487980094,7.666670096741291,6.952536737400301,7.266619240549478,6.581746780233463
NIC255,7.824406469706337,6.6132033963213575,8.488281189508804,7.038977503253876,6.503934802388687,7.343661119498342,6.745095414581591,6.976362712693902,7.566295189612683,7.999126339727714,7.946025947113589,7.172506124786341,7.483352252491767,6.8331925909464015
NIC256,7.605622540855055,6.645928010665593,8.09664625163062,6.962880240764028,6.441620723886352,7.201368309158756,6.689236446848807,6.667217585591758,7.438392056480526,7.741744580249765,7.459855977012205,7.215693276092075,7.2940324173862034,6.706021155875254
NIC258,8.375642049235134,6.860025057091095,9.076001182391758,7.048128772344689,6.699127550809867,7.6738627488099445,7.04053473062795,7.345080188298654,8.497953579156976,8.583201355502762,8.554659474124,7.566631750414948,8.037946807743268,7.377490558802537
NIC259,7.926201278870509,6.608973408748995,8.34765709562449,6.857308525653981,6.331736272446523,7.170619950316442,6.754240868622388,6.872217278325163,7.577628065344891,7.909217389056664,7.785005363289217,7.0710846671008545,7.272091178751286,6.739041030563757
NIC260,7.989637849780323,6.666352786744224,8.484556086316095,6.922815372607952,6.5045472172029974,7.267793972330066,6.788775412877023,7.023708354989831,7.491238714988979,8.047007577095354,7.936745905681343,7.116660395527508,7.676969957105817,6.829633762583825
NIC261,8.187402043709923,6.813244794214338,8.738354064381157,7.0007406331351225,6.686800320476015,7.3625007872685035,6.747151768991619,6.937235566824721,7.862546759981158,8.230723960795153,8.16197141476881,7.302391390116121,7.636307315456089,6.904180530877439
NIC265,7.502886770778287,6.724361899374597,7.968680265533212,6.796270420395654,6.36565128065933,7.217146427947047,6.444645594979049,6.837327822510691,7.328177800685217,7.649755340873274,7.5168765577346734,6.9548075263193825,7.18018250191351,6.589117675364141
NIC266,7.897056818195276,6.606928946991005,8.37680866045817,6.85733562993863,6.56917588507533,7.296645120517771,6.6186640629804,6.923076652854645,7.680668006379057,8.194212645668367,8.066241210906426,7.249515148668469,7.456192827559754,6.8286820167410545
NIC267,8.388007779812284,6.878034967926408,8.832866340510645,7.240370256732423,6.603814261830718,7.411363898733602,6.781533398873166,6.87966700198653,8.013078578044185,8.551162765978685,8.170038751288628,7.325670728741512,7.8182291441701155,6.995047955216777
NIC268,8.177131231215707,6.839924754728504,8.470613686111061,6.96939976488273,6.318496554381827,7.420462558810303,6.879738749945943,7.0676346229224585,7.8923097186846025,8.168433047621274,8.012908919529945,7.305246172864421,7.582433080376264,6.807607920117239
NIC271,7.892884264921512,6.78735687341221,8.320653826442522,7.036948763916978,6.496201387270078,7.261520547321552,6.718645231900576,6.9458954904796615,7.678967264761011,8.051445519251777,7.8023603662789505,7.113047049800575,7.305809356143019,6.929785097959946
NIC274,7.865630671420992,6.616343377443477,8.443851174121003,6.966761797364443,6.575536113440726,7.261483613528995,6.679205949320043,6.875416091304591,7.475436551381516,7.941854213849928,7.779421791327133,7.133316111594153,7.650598809867475,6.901125282234906
NIC275,7.821793260506497,6.70356400259389,8.400076568893894,6.94415776940921,6.46083929213596,7.270048632667761,6.7507975489222485,6.854714967990031,7.578928729294762,7.91669977091892,7.778813487080746,7.124418919405834,7.749767891365717,6.83660935650687
NIC276,7.696312634809399,6.718679403307676,8.114294094601812,6.740491315495374,6.319112546090637,7.2580925481947745,6.663387857265262,7.0531195320711015,7.478536898677013,8.022093082365043,7.749617442538852,7.051936708595231,7.349364032561743,6.828814339623763
NIC277,7.355286832780472,6.554331379350135,8.14729318855927,6.829522253506532,6.542372686399811,7.197915580871104,6.672433311196537,6.779117954476402,7.062245537567268,7.673316493052499,7.582582504608081,6.9000004787670965,7.113226511543431,6.6321711279211515
NIC3,8.06821390739338,6.627794049055684,8.461942336617,7.071700072725904,6.723382599629991,7.30127588840429,6.718318176560163,7.0427146912349965,7.701457126381729,7.826196232964149,8.302052587103066,7.311411471382537,7.437675078760656,6.927279242203889
NIC501,7.923873166648398,6.577604774512417,8.37007927069074,6.932607899117301,6.572181264619894,7.12970424593305,6.816210685992659,6.857666733333296,7.535299412956009,7.9727347561382516,8.022117421504511,7.095935472698904,7.693050120082614,6.804296545790814
NIC511,7.843670464179124,6.820585227730294,8.268903066646812,6.943979345285512,6.514650936875871,7.190598364346307,6.586409160877783,6.859395284267922,7.488467568376237,7.786738038573051,7.931821182141487,7.058804145285658,7.328338298249778,6.861908911690251
NIC513,8.140366423203297,6.587540099401416,8.772845024938569,7.224834609526136,6.776398978598839,7.338524101610853,6.911059538809286,7.0358806361181605,7.70399047146704,8.328932043027448,8.24522786754636,7.0693416810803456,7.882878545837486,7.102382664132614
NIC514,8.08700580225365,6.826162771540199,8.628972961233051,6.9981665588267745,6.5708833945710445,7.390075931839108,6.824810318969489,6.9364309069137535,8.02947447601871,8.249923789941354,8.116231925675603,7.377366548953063,7.55632108743331,6.913596888312955
NIC515,7.642848443270873,6.5789705996839105,7.761727664425512,6.786414546695731,6.346476444212296,7.227847046770859,6.5203050646172365,6.7380260390920865,7.118467535338437,7.44497513284525,7.44863148987726,6.882814311255155,6.978093737928834,6.572735350847509
NIC523,8.23367880227472,7.0287276371497445,8.929717907477528,7.029859644485876,6.435624312020112,7.427825535388569,6.955793764937278,7.063328967342101,8.016256015485691,8.53854637027884,8.118148911160462,7.425144325550307,7.817579186921411,7.068244037492743
NIC526,8.124025976560574,6.876126837544528,8.677946564898654,7.136241674761927,6.447331608772361,7.635518507206148,6.905090911949536,7.156591052195727,8.03262092639332,8.472814669172823,8.148926600563804,7.30214620782092,7.366309695744253,6.94240291871291
NIC527,8.094517947043188,6.995271048864545,8.63351474244223,7.119802928193544,6.517034714633618,7.515350321824902,6.784997915477069,7.053926781691088,7.784020553587066,8.392679366089757,8.136317790173537,7.377692744581811,7.773718740794637,7.07722712912721
NIC528,7.9719399471531895,6.889347574341181,8.33891776018521,7.013727470592881,6.529692158601939,7.444273995106972,6.694025369327597,7.103816168193074,7.814309942762086,7.684425263321096,7.90813600447655,7.1925127620223,7.59488308393111,6.877168296229259
NIC529,8.468474367347184,6.98751875636796,8.92946201024926,7.112963782951276,6.447018440084713,7.30662296106323,6.617178581926983,7.0471663473024915,7.976383226431366,8.535520765544875,8.440991833977373,7.49575149572682,7.727155277166976,7.103958644417792
PB306,7.585632736225812,6.7229317373442,8.451303854344262,6.891284703897712,6.359740445465374,7.19822101125802,6.713269993710894,6.6400282995459285,7.546450293162551,7.928098938038933,7.776207099260758,7.148203327821692,7.254909073025267,6.797765836720948
PS2025,8.09139401292146,6.999933413623915,8.708165272827612,6.965720166462202,6.577939290571079,7.3240685909259735,6.885415269176555,6.8273019393913525,7.802837767566235,8.145011279099739,8.161420502698228,7.3459803967569615,7.5929922749424925,6.768382385433611
PX179,7.725544027896941,6.614108336451329,8.209538771074694,6.778396916870614,6.518141232867943,7.30812780805732,6.6733032152062775,6.831280579201475,7.601557725939166,7.869596305533356,7.991133505249005,7.0919318968969,7.251895206194572,6.703401408309616
QG2075,7.907994785631135,6.6854835595776025,8.501639563090803,6.87096143514175,6.461587226348894,7.439366601065263,6.838576999777736,6.844112944500093,7.5033507880397625,7.909001529013973,8.064623564624092,7.192595932914109,7.319702863158634,6.775503401816148
QG556,8.392855768384885,7.107046868092279,8.854096425763736,7.2444329564234895,6.486216797796623,7.482881596085751,6.98646560822282,7.005764946701289,8.259874917725034,8.610038962520676,8.422481008712802,7.592626326557348,7.707836857841132,7.061941610043593
QW947,7.655406693532237,6.638653912356398,8.038571342551608,6.622110050535301,6.29975930930828,7.308715017216802,6.554525020610863,6.825873652526081,7.309073796842457,7.698122755359448,7.59474305026013,6.996529606232067,7.096681482733487,6.606465066058238
QX1212,7.805730851998903,6.689761679758578,8.198564104348527,6.8023602086224315,6.463322702635474,7.001737202237593,6.592388462378275,6.883511625367783,7.340172774080289,7.918567749175005,7.794126507414248,6.936044979145776,7.20769432755828,6.776657932833466
QX1233,8.079298593297718,7.046190154707984,8.838807028202389,6.8936826582085065,6.501683792767586,7.409540078018445,6.746661556254072,6.780621882452685,7.830446409394614,8.189677039457255,8.04908904277934,7.319267920701137,7.45122409934273,6.974733167755753
QX1791,8.12201366671297,6.816930980215057,8.924362326523891,7.059654623197096,6.311922850779206,7.49752400062369,6.713134880496659,7.0034962769300915,7.806239775081367,8.375995357637454,7.961573583544273,7.2185197684710305,7.541796414002158,6.93877227485189
QX1792,8.619357036580055,6.953181384292687,9.184727467133206,7.213630500593794,6.786130277581774,7.485072630550326,7.042801590520371,7.197887806603971,8.3637673539404,8.652612826572362,8.59007521278712,7.643952611343094,7.921937998943286,7.5179701769838845
QX1793,7.881861945491679,6.864803440823486,8.164868135476967,6.9412978421794,6.537014607799772,7.25631866094751,6.773725416664447,6.798923284974385,7.3030190655828795,7.863281382545511,7.698767726195825,7.06440839690088,7.367151202737676,6.63738097374896
QX1794,7.854656641284561,6.685402783690313,8.182603379714244,6.892576019776098,6.723372799966333,7.001231540962214,6.796766018995525,6.984440406515525,7.367909313107971,7.5984879461223995,7.811930497338814,7.222025039715663,7.680151250175726,6.708784300948867
RC301,8.036516810781603,6.967314283218335,8.55474654286677,7.100481109873687,6.4444420613951285,7.347436753375703,6.721620467170166,6.9098230348609455,7.7985983378331305,8.316526816509459,7.995128204175491,7.385698569379483,7.518192977347193,6.913002374285471
WN2050,7.656913122528989,6.811253431655535,7.975221855029097,6.851985207651533,6.3840536587037064,7.292431269545962,6.644326439028632,6.654588335794529,7.217812019725378,7.737733080756459,7.567228582954628,7.055641232635878,7.188304562914743,6.5748086209340215
XZ1513,7.9243610276646566,6.719430231721095,8.42696226660616,6.975057722510252,6.521948033457298,7.237457968789224,6.774480792460808,6.884757521018758,7.560939160841048,8.026437932801937,7.845617971295249,7.261844006377218,7.360739219185188,6.749934873719022
XZ1515,8.355609969195767,6.820678948735808,8.97719679479041,7.245005612405292,6.688994685967174,7.625272946196609,7.009645625275686,6.987804149686961,8.016625817654257,8.532351492736094,8.4168207298934,7.609573887918052,7.841753599717891,7.104027347721869
XZ1516,7.790717284713501,6.932152299347896,8.639219145029916,6.909661536424997,6.594110112352722,7.275496098805268,6.633042798299358,6.810580262980431,7.712452226545392,8.07682169927495,7.863143004073444,7.213582283133738,7.622207176708188,6.819925392905965
